,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiplelines,internet_service,online_security,online_backup,device_protection,techsupport,streaming_tv,streaming_movies,contract,paperless,payment_method,monthly_charges,total_charges,churn,probability
5989,0442-TDYUO,Male,False,True,False,48,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Mailed check,20.05,1036.0,False,0.9925096793880306
5990,6733-LRIZX,Male,False,False,False,35,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,108.95,4025.5,False,0.8134388458583561
5991,9503-XJUME,Male,False,False,True,52,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Credit card,19.65,928.4,False,0.9944270082376981
5992,4367-NHWMM,Female,False,False,False,1,False,NO_PHONE,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,24.9,24.9,False,0.4140675052365327
5993,3727-RJMEO,Male,False,True,False,6,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,82.85,460.25,True,0.22713617980244938
5994,3779-OSWCF,Female,False,True,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card,93.2,6506.15,False,0.9897109665879701
5995,6736-DHUQI,Female,False,True,True,67,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,False,Bank transfer,84.8,5598.3,False,0.9687926462789095
5996,3915-ODIYG,Male,True,False,False,60,True,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,True,Electronic check,71.75,4374.55,False,0.9467406027826313
5997,1360-RCYRT,Male,False,True,True,23,False,NO_PHONE,DSL,No,No,No,Yes,No,No,Month-to-month,True,Bank transfer,30.35,678.75,False,0.7949278760820379
5998,2724-FJDYW,Male,False,False,True,39,False,NO_PHONE,DSL,No,No,Yes,Yes,Yes,Yes,One year,False,Bank transfer,54.85,2191.7,False,0.9213736024267015
5999,4451-RWASJ,Male,False,True,True,15,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,True,Mailed check,19.5,239.75,False,0.939593583885489
6000,6646-VRFOL,Male,True,True,False,53,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,103.85,5485.5,True,0.42172747399283284
6001,3460-TJBWI,Male,False,True,True,24,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,24.2,609.05,False,0.9777500524004142
6002,5917-HBSDW,Female,False,True,True,37,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Electronic check,19.35,683.75,False,0.9560225750434135
6003,5685-IIXLY,Female,False,True,True,5,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,83.6,404.2,True,0.3282733608563829
6004,5671-UUNXD,Female,True,True,False,50,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,100.65,5189.75,False,0.6684770890134206
6005,0956-ACVZC,Female,False,False,False,54,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card,94.1,5060.9,False,0.8088021124719276
6006,2325-NBPZG,Female,False,False,False,3,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,74.55,233.65,False,0.417579224630116
6007,4250-ZBWLV,Male,False,False,False,68,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,108.45,7176.55,True,0.8576453472144913
6008,4482-FTFFX,Male,False,False,False,5,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Electronic check,56.15,291.45,False,0.7168152990116243
6009,8859-DZTGQ,Male,False,False,False,33,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,20.35,689.75,False,0.9881225246066986
6010,0440-MOGPM,Female,False,False,False,41,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,80.55,3263.9,False,0.8323565211460464
6011,0020-JDNXP,Female,False,True,True,34,False,NO_PHONE,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,False,Mailed check,61.25,1993.2,False,0.9389922601828292
6012,3752-CQSJI,Female,False,True,True,13,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,20.45,254.5,False,0.8658672919738686
6013,5025-GOOKI,Female,False,False,False,20,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Credit card,18.9,347.65,False,0.8898072672859285
6014,4698-KVLLG,Female,True,False,False,51,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Credit card,19.6,967.9,False,0.9943677139898731
6015,5095-AESKG,Female,False,True,False,3,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Credit card,91.5,242.95,True,0.33828142681313167
6016,2887-JPYLU,Female,False,False,True,41,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer,45.2,1841.9,False,0.9286981690298317
6017,4770-QAZXN,Female,False,False,False,13,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,19.45,232.1,False,0.8807006375289184
6018,4896-CPRPF,Male,False,True,True,35,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,25.45,809.25,False,0.987677384053217
6019,1871-MOWRM,Male,False,True,False,12,True,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,False,Bank transfer,80.85,866.45,True,0.7331368996844021
6020,9714-EDSUC,Male,False,False,False,4,True,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,True,Mailed check,94.9,360.55,False,0.5926569526232964
6021,2027-OAQQC,Female,False,False,False,43,False,NO_PHONE,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer,49.05,2076.2,True,0.7294286874503211
6022,0282-NVSJS,Female,True,True,True,12,False,NO_PHONE,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,29.3,355.9,False,0.6259565065453854
6023,9090-SGQXL,Male,True,True,False,68,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.3,7299.65,True,0.5182994574279911
6024,6595-YGXIT,Male,True,False,False,25,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,88.95,2291.2,True,0.3328473386510683
6025,7353-YOWFP,Female,False,False,False,7,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,20.25,129.15,False,0.9173127698252622
6026,9835-ZIITK,Male,True,True,False,66,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,110.85,7491.75,True,0.7517655161287831
6027,8008-ESFLK,Female,False,True,False,53,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,110.5,5835.5,False,0.8827431075188623
6028,7537-CBQUZ,Male,True,False,False,63,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer,109.4,7031.45,False,0.6393212591690858
6029,1555-DJEQW,Female,False,True,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,114.2,7723.9,True,0.9488250704447564
6030,5649-TJHOV,Male,True,True,False,27,False,NO_PHONE,DSL,No,No,No,No,No,Yes,Month-to-month,False,Bank transfer,36.5,1032.0,True,0.6624529689805535
6031,0519-XUZJU,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,70.75,70.75,True,0.4531008896060531
6032,3363-EWLGO,Female,False,False,False,5,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.95,109.6,False,0.8183078742330632
6033,4750-UKWJK,Female,True,True,False,37,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.6,727.8,False,0.9759336073110171
6034,6338-AVWCY,Male,False,False,False,3,False,NO_PHONE,DSL,No,No,Yes,No,Yes,No,Month-to-month,True,Mailed check,40.15,130.75,True,0.3981283060618922
6035,1689-YQBYY,Female,False,False,True,12,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.6,893.0,False,0.4129599491807917
6036,4487-ZYJZK,Female,False,True,True,38,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Credit card,19.6,763.1,False,0.9865789857259912
6037,2959-FENLU,Female,False,False,False,9,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Credit card,85.3,781.4,False,0.4069648578198194
6038,0708-LGSMF,Male,False,True,False,13,True,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,65.85,902.25,False,0.6033720346928213
6039,9253-QXKBE,Male,True,True,False,29,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.45,2653.65,True,0.2759258434841553
6040,7634-HLQJR,Female,False,True,True,47,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Credit card,20.05,1016.7,False,0.9953198720193535
6041,0487-RPVUM,Male,False,True,False,61,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,False,Bank transfer,99.4,5943.65,False,0.8619104979874669
6042,4079-ULGFR,Male,False,False,False,16,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,20.0,275.7,False,0.8963206991307994
6043,2516-XSJKX,Female,False,True,True,41,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Electronic check,78.45,3126.45,False,0.9739270520695216
6044,0057-QBUQH,Female,False,False,True,43,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Electronic check,25.1,1070.15,False,0.9860300426041961
6045,9445-SZLCH,Female,False,True,True,36,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Bank transfer,97.35,3457.9,True,0.6089912231505457
6046,6599-SFQVE,Female,False,False,False,6,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,55.0,340.4,False,0.4805081684840339
6047,8331-ZXFOE,Female,False,False,False,58,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,True,Credit card,71.1,4299.2,False,0.9831495781344581
6048,4003-FUSHP,Male,False,False,False,19,True,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Credit card,61.55,1093.2,False,0.8055394607006221
6049,0356-ERHVT,Male,False,True,False,11,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer,45.9,521.9,False,0.6671217376531079
6050,7325-ENZFI,Female,False,False,False,39,False,NO_PHONE,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer,40.3,1630.4,False,0.9596840739247771
6051,4884-ZTHVF,Female,True,False,False,8,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,87.1,713.6,False,0.29707107651867304
6052,3920-HIHMQ,Female,False,False,True,26,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,49.5,1265.65,False,0.7992790678271361
6053,3055-OYMSE,Female,True,False,False,53,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card,73.8,4003.85,False,0.7779916346083836
6054,0613-WUXUM,Female,False,True,True,70,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Mailed check,19.2,1401.4,False,0.9980830696542339
6055,7568-PODML,Male,False,False,False,1,False,NO_PHONE,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Mailed check,45.3,45.3,True,0.31735620107999196
6056,4458-KVRBJ,Male,False,False,False,59,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,25.0,1510.5,False,0.9959459919087251
6057,5349-IECLD,Male,False,False,False,2,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,94.95,178.1,True,0.28059161075818384
6058,1397-XKKWR,Male,False,False,False,7,False,NO_PHONE,DSL,Yes,No,Yes,No,No,No,One year,False,Mailed check,35.3,264.8,False,0.8192572079618605
6059,3945-GFWQL,Female,False,False,True,12,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.55,480.6,True,0.6630391887422399
6060,8097-OMULG,Male,False,True,True,59,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card,76.75,4541.9,False,0.9733324776831237
6061,6013-BHCAW,Male,False,True,True,61,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,81.0,4976.15,False,0.9735057231819386
6062,0401-WDBXM,Male,False,True,True,72,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Bank transfer,105.55,7542.25,False,0.9341227018761008
6063,3387-PLKUI,Female,False,True,True,13,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,18.8,251.25,False,0.8863848777069251
6064,6096-EGVTU,Female,False,True,True,64,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,24.9,1595.5,False,0.9952245938936383
6065,3797-VTIDR,Male,False,True,False,1,False,NO_PHONE,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,23.45,23.45,True,0.3161643979735467
6066,5081-NWSUP,Female,False,False,False,10,True,No,DSL,No,Yes,No,Yes,No,Yes,One year,False,Mailed check,64.9,685.55,False,0.8777493707532151
6067,2580-ATZSQ,Female,False,True,True,65,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,False,Bank transfer,61.35,3874.1,False,0.9913663667334919
6068,8085-MSNLK,Female,False,True,False,62,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,113.95,6891.4,False,0.9438574029143
6069,9691-HKOVS,Female,False,True,False,55,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,90.15,4916.95,False,0.9378302636637333
6070,9881-VCZEP,Female,False,True,False,25,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,54.1,1373.0,False,0.7442070978242645
6071,9526-BIHHD,Male,False,False,False,1,False,NO_PHONE,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,29.7,29.7,True,0.5977606273346201
6072,8757-TFHHJ,Male,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Credit card,49.8,49.8,False,0.6955869310737067
6073,4523-WXCEF,Female,False,True,False,59,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,101.1,6039.9,True,0.6128418895327228
6074,1468-DEFNC,Male,True,True,True,64,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Bank transfer,24.4,1548.65,False,0.9951753561808013
6075,5119-KEPFY,Male,False,True,False,36,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer,95.0,3440.25,False,0.4377714787535507
6076,8364-TRMMK,Female,False,False,False,3,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,50.65,151.3,True,0.5465031739563961
6077,0916-KNFAJ,Male,False,True,False,61,True,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,True,Mailed check,69.9,4226.7,False,0.9802146032239739
6078,8319-QBEHW,Male,False,False,True,26,False,NO_PHONE,DSL,No,Yes,No,No,Yes,No,One year,True,Bank transfer,39.95,1023.75,False,0.846371654746894
6079,3063-QFSZL,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,55.4,55.4,True,0.4331414731169484
6080,8775-LHDJH,Female,True,True,False,1,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.6,90.6,True,0.19316070866612167
6081,9625-QNLUX,Male,False,True,True,68,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card,103.25,7074.4,False,0.9494440724005264
6082,3097-NQYSN,Male,True,True,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,86.85,156.35,True,0.25108776516387266
6083,4024-CSNBY,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,True,Bank transfer,94.25,6849.75,False,0.9729851395783542
6084,7110-BDTWG,Female,False,True,False,71,False,NO_PHONE,DSL,No,No,Yes,Yes,No,Yes,Two year,True,Electronic check,47.05,3263.6,False,0.9843665468520089
6085,7493-GVFIO,Male,False,False,False,57,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Credit card,20.55,1252.85,False,0.9969365342321058
6086,0690-SRQID,Male,False,False,False,4,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,19.65,67.55,False,0.7685291767409558
6087,9605-WGJVW,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.2,70.2,False,0.2536940936407953
6088,9114-DPSIA,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Credit card,81.0,5750.0,False,0.9947015721135981
6089,4700-UBQMV,Male,False,True,True,21,True,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,True,Bank transfer,75.9,1549.75,False,0.8481882068949016
6090,7711-GQBZC,Female,False,True,True,71,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,24.7,1810.55,False,0.9979506949124723
6091,3565-UNOCC,Female,True,True,False,29,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer,99.05,2952.85,True,0.3035284716728185
6092,4627-MIHJH,Female,True,False,False,69,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card,110.25,7467.55,False,0.945789095796316
6093,9795-NREXC,Female,False,True,False,64,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card,85.0,5484.4,False,0.9804246753719225
6094,8573-CGOCC,Male,False,False,False,16,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,19.75,294.9,False,0.9009597951806291
6095,7356-AYNJP,Female,False,False,False,4,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Electronic check,23.9,97.5,False,0.8339416133686942
6096,9249-FXSCK,Female,False,False,False,52,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Credit card,111.25,5916.45,True,0.8701842739188648
6097,5493-SDRDQ,Male,False,False,False,2,True,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,True,Mailed check,55.1,113.35,True,0.6977737473983254
6098,6286-SUUWT,Male,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.95,19.95,False,0.789200025330405
6099,4819-HJPIW,Male,False,False,False,18,False,NO_PHONE,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.15,476.8,False,0.7027567056953036
6100,8654-DHAOW,Female,False,False,False,2,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,54.15,101.65,False,0.6143038689515161
6101,5438-QMDDL,Female,False,True,False,19,True,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,True,Mailed check,59.8,1130.85,False,0.701149677199733
6102,9812-GHVRI,Female,False,False,False,40,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Bank transfer,83.85,3532.25,False,0.6034956055883011
6103,5553-AOINX,Female,True,True,True,66,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,104.9,6891.45,False,0.7352321319001431
6104,1228-ZLNBX,Male,False,False,False,21,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,75.3,1570.7,False,0.5807310065836865
6105,4226-KKDON,Male,False,False,False,8,True,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,True,Electronic check,66.65,520.95,False,0.661454327871239
6106,3831-YCPUO,Female,False,True,True,72,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card,109.5,7854.9,False,0.9668998670676736
6107,7445-WMRBW,Female,False,False,False,48,True,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,True,Bank transfer,73.85,3581.4,False,0.9406549284508058
6108,3308-DGHKL,Male,False,False,False,69,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Bank transfer,19.3,1447.9,False,0.9974733290232473
6109,9924-JPRMC,Male,False,False,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,118.2,8547.15,False,0.9294534299471506
6110,0080-EMYVY,Female,False,False,False,14,True,No,DSL,No,Yes,No,No,No,No,One year,False,Credit card,51.45,727.85,False,0.8975001401901487
6111,6218-KNUBD,Male,False,False,False,6,True,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,59.45,357.6,False,0.5838284842718879
6112,7337-CINUD,Female,False,True,True,8,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,19.5,159.35,False,0.9563023311196583
6113,7609-NRNCA,Female,False,False,False,17,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.55,280.85,False,0.9494562106501789
6114,0623-EJQEG,Male,False,False,False,65,True,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,False,Electronic check,93.55,6069.25,False,0.9246471933303445
6115,7153-CHRBV,Female,False,True,True,57,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,True,Mailed check,59.3,3274.35,False,0.988359382034006
6116,0871-URUWO,Male,False,True,False,13,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card,102.25,1359.0,True,0.3350441115537618
6117,9190-MFJLN,Male,True,False,False,19,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card,95.9,1777.9,True,0.3738302072949944
6118,6198-PNNSZ,Female,False,True,False,56,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,False,Bank transfer,109.8,6109.65,False,0.8445389691455054
6119,3317-VLGQT,Female,False,True,False,14,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,78.1,1122.4,False,0.31593839602162843
6120,4132-POCZS,Male,False,True,False,52,False,NO_PHONE,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,39.9,2020.9,False,0.8780419454435426
6121,5614-DNZCE,Female,False,False,False,58,True,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,True,Credit card,64.9,3795.45,False,0.9930677146604528
6122,1095-JUDTC,Female,True,False,False,47,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,True,Electronic check,95.05,4504.55,True,0.5901348071155703
6123,3896-RCYYE,Female,False,False,False,67,False,NO_PHONE,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Credit card,53.4,3579.15,False,0.9236317912982347
6124,9638-JIQYA,Male,False,False,False,2,False,NO_PHONE,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card,24.9,49.7,False,0.4517794110470209
6125,3258-SANFR,Male,True,False,False,6,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card,44.7,276.5,False,0.6487496848434189
6126,3726-TBHQT,Male,False,True,True,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,114.0,8175.9,False,0.9453630737454285
6127,3190-ITQXP,Female,False,True,True,46,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,20.25,890.35,False,0.9945684226280593
6128,0870-VEMYL,Female,False,False,False,5,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Credit card,53.85,259.8,True,0.8345957785543715
6129,4833-QTJNO,Male,True,True,False,67,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer,83.85,5588.8,False,0.8733260132604509
6130,3039-MJSLN,Male,False,False,True,3,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Bank transfer,20.2,50.6,False,0.8306589085076095
6131,0178-CIIKR,Female,False,False,False,3,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.95,58.0,False,0.8021071271607145
6132,5385-SUIRI,Male,True,True,False,52,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.2,5568.35,True,0.48438711147729896
6133,3982-XWFZQ,Female,False,True,False,42,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,50.25,2203.65,True,0.8163265633853182
6134,5774-QPLTF,Male,False,True,True,50,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,True,Mailed check,20.35,938.95,False,0.9909907383490761
6135,2322-VCZHZ,Male,True,True,False,23,True,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,90.0,2024.1,False,0.48156802820214706
6136,5010-IPEAQ,Female,False,True,True,67,False,NO_PHONE,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card,54.2,3623.95,False,0.9940556124673081
6137,4009-ALQFH,Female,False,False,False,25,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.5,2369.05,True,0.38681783130210745
6138,6383-ZTSIW,Female,True,True,False,39,True,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,False,Mailed check,99.1,3877.95,False,0.7964142708960579
