customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	probability
3978-YNKDD	Male	No	No	Yes	19	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	20.85	467.5	No	0.0149353228471
4940-KHCWD	Female	No	Yes	No	60	No	No phone service	DSL	Yes	Yes	No	Yes	No	No	Two year	No	Bank transfer (automatic)	37.7	2288.7	No	0.0287581126562
9412-ARGBX	Female	No	No	Yes	48	Yes	No	Fiber optic	No	Yes	Yes	Yes	Yes	No	Two year	Yes	Mailed check	95.5	4627.85	Yes	0.177572403398
1389-CXMLU	Male	Yes	No	No	3	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	No	Electronic check	91.05	289.1	Yes	0.654120889991
9589-ABEPT	Male	No	Yes	No	69	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	No	Two year	Yes	Mailed check	92.45	6460.55	No	0.104904991122
9388-ZEYVT	Male	No	No	No	43	No	No phone service	DSL	No	No	Yes	Yes	No	Yes	One year	No	Electronic check	44.15	1931.3	No	0.0718323602124
0305-SQECB	Female	No	No	Yes	11	No	No phone service	DSL	Yes	No	No	Yes	No	No	One year	Yes	Mailed check	36.05	402.6	No	0.0593323178142
7605-SNLQG	Female	No	Yes	No	45	Yes	No	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Credit card (automatic)	50.25	2221.55	No	0.14190236383
4670-TABXH	Male	No	Yes	No	72	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	109.75	7758.9	No	0.0630567595535
5561-NWEVX	Female	Yes	Yes	No	2	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	No	Electronic check	79.2	172.85	Yes	0.630669342555
0064-SUDOG	Female	No	Yes	Yes	12	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	20.3	224.5	No	0.0191452762923
8561-NMTBD	Female	No	Yes	Yes	67	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	112.35	7388.45	No	0.107439913252
5161-XEUVX	Male	No	Yes	No	37	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	No	Two year	No	Mailed check	94.3	3460.95	No	0.12795135512
8292-FRFZQ	Female	No	No	No	39	No	No phone service	DSL	Yes	Yes	No	Yes	No	No	One year	No	Bank transfer (automatic)	41.15	1700.9	No	0.0409356903027
8591-NXRCV	Female	No	No	No	41	Yes	Yes	DSL	Yes	No	Yes	Yes	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	74.65	3090.65	No	0.132189633335
7895-VONWT	Female	No	No	No	25	No	No phone service	DSL	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	48.25	1293.8	No	0.328112526304
4526-RMTLL	Male	No	Yes	Yes	8	Yes	Yes	DSL	Yes	Yes	No	Yes	No	Yes	Two year	Yes	Credit card (automatic)	76.15	645.8	No	0.0785604719377
6253-GNHWH	Female	No	Yes	Yes	71	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	No	Two year	No	Mailed check	71.1	5224.95	No	0.0169822521577
4566-NECEV	Male	No	No	No	5	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	No	Electronic check	96.55	500.1	No	0.497969555143
8080-POTJR	Female	No	No	No	30	Yes	Yes	DSL	Yes	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	79.3	2427.1	No	0.0714193138579
6906-MPARY	Male	No	No	No	40	Yes	No	Fiber optic	No	Yes	No	Yes	No	Yes	One year	Yes	Credit card (automatic)	89.6	3488.15	No	0.170517231965
3662-FXJFO	Female	No	No	No	54	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	20.5	1035.7	No	0.012183908046
8107-RZLNV	Male	No	Yes	No	72	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	106.3	7565.35	No	0.116401581517
0516-OOHAR	Male	No	Yes	Yes	28	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	No	Bank transfer (automatic)	100.35	2799.0	No	0.181597681531
2027-CWDNU	Male	No	Yes	Yes	18	Yes	No	Fiber optic	No	No	No	Yes	No	Yes	Month-to-month	Yes	Electronic check	85.6	1601.5	No	0.373955460841
2737-WFVYW	Female	No	No	No	2	No	No phone service	DSL	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	45.25	85.5	Yes	0.796665379147
9912-OMZDS	Female	No	Yes	Yes	59	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	106.15	6256.2	No	0.248633231752
3733-ZEECP	Male	No	Yes	Yes	22	Yes	No	DSL	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	51.1	1232.9	No	0.184282197729
7878-RTCZG	Female	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.9	19.9	No	0.413955925297
2452-MRMZF	Female	Yes	Yes	No	72	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	25.7	1937.4	No	0.00336796536797
2272-QAGFO	Female	Yes	No	No	14	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.3	1096.25	Yes	0.729850306214
7103-IPXPJ	Male	No	Yes	No	50	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	One year	No	Electronic check	99.4	5059.75	No	0.175852290706
4342-HFXWS	Female	No	Yes	Yes	48	Yes	No	DSL	Yes	No	Yes	Yes	Yes	No	One year	No	Bank transfer (automatic)	69.7	3023.65	No	0.0674863100964
3545-CNWRG	Female	No	Yes	Yes	49	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	98.35	4889.2	No	0.416534165996
1785-BPHTP	Male	No	Yes	Yes	28	Yes	No	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	No	Electronic check	85.45	2289.9	No	0.410595161438
4989-LIXVT	Male	Yes	No	No	68	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	95.9	6503.2	No	0.370327620645
7315-WYOAW	Male	No	No	No	13	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	No	Electronic check	100.75	1313.25	No	0.444702060381
1173-XZPYF	Female	No	No	No	11	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	89.2	990.3	No	0.705163344611
9850-OWRHQ	Female	No	Yes	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	74.1	228.0	Yes	0.683488065955
3768-NLUBH	Male	Yes	Yes	No	57	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	No	Electronic check	100.6	5746.15	Yes	0.425008164945
8676-TRMJS	Male	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Mailed check	75.0	209.1	Yes	0.638314050675
2509-TFPJU	Male	No	Yes	No	72	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	25.75	1864.2	No	0.00322892793481
9530-GRMJG	Male	No	Yes	Yes	70	Yes	Yes	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	84.1	5979.7	No	0.0521614065751
6898-RBTLU	Female	No	Yes	Yes	49	Yes	Yes	DSL	No	Yes	No	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	79.3	3902.45	No	0.0172042298777
5481-NTDOH	Female	Yes	Yes	No	67	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	107.05	7142.5	No	0.204798042766
2068-WWXQZ	Male	No	No	No	46	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	20.05	902.0	No	0.00501743489158
7359-SSBJK	Female	Yes	No	No	64	Yes	No	DSL	Yes	Yes	No	Yes	Yes	No	Two year	Yes	Credit card (automatic)	70.2	4481.0	Yes	0.0748689403308
2061-VVFST	Female	No	Yes	No	37	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	19.5	805.2	No	0.120269960787
0685-MLYYM	Female	Yes	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	70.75	154.85	Yes	0.655209769421
0749-IRGQE	Female	Yes	Yes	No	13	No	No phone service	DSL	No	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	45.3	528.45	No	0.467821770933
2380-DAMQP	Female	No	Yes	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Electronic check	115.15	8349.7	No	0.0653862193362
2256-YLYLP	Male	No	Yes	Yes	68	Yes	No	DSL	No	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	72.95	4953.25	No	0.0408245096123
1272-ILHFG	Male	No	Yes	Yes	15	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.65	332.65	No	0.00726549279181
0164-XAIRP	Female	No	No	No	24	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	19.55	470.2	No	0.00554285018101
5666-CYCYZ	Female	No	No	No	24	Yes	Yes	Fiber optic	No	No	No	Yes	No	Yes	Month-to-month	Yes	Electronic check	89.55	2259.35	No	0.489866802751
4011-ARPHK	Male	No	No	No	27	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	No	Mailed check	50.35	1411.35	No	0.124505619463
8182-PNAGI	Male	No	No	No	12	Yes	No	DSL	No	No	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	50.25	593.75	Yes	0.228899262601
6365-HITVU	Female	No	Yes	Yes	71	Yes	No	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	87.25	6328.7	No	0.00136956521739
7558-IMLMT	Male	No	Yes	Yes	67	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	20.8	1411.9	No	0.0082371206102
9488-FYQAU	Female	No	Yes	No	63	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	109.25	6841.4	No	0.0716615527952
3590-TCXTB	Male	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.35	20.35	No	0.298116538214
6994-KERXL	Male	No	No	No	4	Yes	No	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	55.9	238.5	No	0.547924083297
7957-RYHQD	Female	Yes	No	No	40	Yes	No	Fiber optic	Yes	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	79.2	3233.85	Yes	0.368699879601
2180-DXNEG	Female	No	No	No	12	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	96.0	1062.1	Yes	0.761661030435
1960-UOTYM	Male	No	Yes	Yes	52	Yes	No	DSL	Yes	Yes	Yes	No	Yes	Yes	Two year	No	Electronic check	79.2	4016.3	No	0.105776790057
2740-JFBOK	Male	No	No	No	10	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Electronic check	24.0	226.55	No	0.0984967216563
6500-JVEGC	Male	No	No	No	68	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	No	One year	No	Bank transfer (automatic)	101.35	7110.75	No	0.0952446803677
5515-AKOAJ	Female	No	No	No	54	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	100.1	5440.9	Yes	0.443965995007
8976-OQHGT	Female	No	Yes	Yes	4	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	No	Mailed check	56.5	235.1	Yes	0.351259217301
5245-VDBUR	Female	No	Yes	No	52	No	No phone service	DSL	Yes	No	Yes	No	No	No	One year	No	Mailed check	35.45	1958.95	No	0.0539029712764
6230-BSUXY	Female	Yes	No	No	1	Yes	No	Fiber optic	No	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	85.0	85.0	Yes	0.82326313807
8469-SNFFH	Male	No	Yes	No	70	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	No	One year	No	Bank transfer (automatic)	79.4	5528.9	No	0.0559013646166
2144-ESWKO	Male	No	No	No	43	No	No phone service	DSL	Yes	No	Yes	No	No	No	One year	Yes	Credit card (automatic)	35.2	1463.7	No	0.0663938274156
1241-FPMOF	Male	No	No	No	52	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.65	1025.05	No	0.0113963093641
9928-BZVLZ	Female	No	No	No	12	No	No phone service	DSL	Yes	No	Yes	Yes	No	Yes	Two year	No	Mailed check	49.85	552.1	No	0.0592023640991
4114-QMKVN	Female	No	Yes	Yes	56	Yes	Yes	DSL	Yes	Yes	No	No	No	Yes	One year	No	Bank transfer (automatic)	68.75	3815.4	No	0.0435577181217
9003-CPATH	Male	No	No	No	42	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	No	Electronic check	79.9	3313.4	No	0.301856055752
1754-GKYPY	Male	Yes	Yes	No	22	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	89.75	1938.9	No	0.401958092861
5294-CDGWY	Male	No	Yes	Yes	51	No	No phone service	DSL	Yes	Yes	Yes	No	Yes	Yes	One year	No	Electronic check	59.3	3014.65	Yes	0.203258064005
7956-XQWGU	Male	No	No	No	27	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	19.4	460.25	No	0.0596893600903
1591-MQJTP	Male	Yes	Yes	No	51	Yes	Yes	Fiber optic	Yes	No	Yes	No	No	Yes	One year	Yes	Bank transfer (automatic)	93.65	4839.15	No	0.196658363461
5295-PCJOO	Male	No	No	Yes	4	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	49.4	184.4	Yes	0.485812188428
2369-FEVNO	Male	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	19.9	19.9	No	0.530167411684
9863-JZAIC	Male	No	No	No	35	Yes	No	DSL	No	No	No	No	Yes	No	Month-to-month	No	Mailed check	55.0	2010.55	Yes	0.283007582067
7471-MQPOS	Male	Yes	Yes	Yes	71	Yes	Yes	DSL	No	Yes	Yes	Yes	No	Yes	One year	Yes	Bank transfer (automatic)	72.9	5139.65	No	0.151125014884
7660-HDPJV	Female	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	69.2	69.2	Yes	0.891388847351
5115-SQAAU	Female	No	Yes	Yes	69	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	25.6	1673.4	No	0.000869565217391
9845-QOMAD	Male	No	Yes	Yes	14	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.75	309.35	No	0.00726549279181
7672-VFMXZ	Male	No	Yes	No	57	Yes	No	DSL	Yes	No	No	Yes	No	No	Month-to-month	No	Electronic check	55.7	3171.6	No	0.107865313501
9739-JLPQJ	Female	No	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	117.5	8670.1	No	0.11230946409
9916-AYHTC	Male	No	No	No	48	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.85	916.0	No	0.000526315789474
3855-ONCAR	Female	No	Yes	Yes	4	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Mailed check	78.9	299.75	No	0.547864462995
1488-SYSFC	Male	No	Yes	Yes	31	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Electronic check	20.65	702.05	No	0.0640375737085
7931-PXHFC	Male	No	No	No	38	Yes	No	DSL	No	No	Yes	Yes	No	Yes	One year	Yes	Mailed check	62.3	2354.8	Yes	0.265864197536
3990-QYKBE	Male	Yes	Yes	No	37	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	92.5	3473.4	Yes	0.608718825168
0970-QXPXW	Female	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.65	19.65	No	0.340502583451
3259-KNMRR	Male	Yes	No	No	57	Yes	Yes	DSL	No	Yes	Yes	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	79.75	4438.2	No	0.0831312041774
6120-RJKLU	Female	Yes	Yes	No	62	Yes	No	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	79.95	4819.75	No	0.0589447672571
9572-WUKSB	Male	No	Yes	No	3	No	No phone service	DSL	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	29.9	92.25	No	0.511886072332
5893-KCLGT	Female	No	No	Yes	72	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	19.75	1567.0	No	0.0392643821566
0076-LVEPS	Male	No	No	Yes	29	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	No	Month-to-month	Yes	Mailed check	45.0	1242.45	No	0.142641021155
3640-JQGJG	Male	No	Yes	Yes	13	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	44.8	559.2	No	0.134926693147
4919-MOAVT	Male	No	No	Yes	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	69.65	220.1	Yes	0.59117844675
1596-OQSPS	Female	No	No	No	11	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	51.1	531.15	No	0.113968554644
9867-XOBQA	Female	No	No	Yes	21	No	No phone service	DSL	Yes	Yes	Yes	Yes	Yes	No	Two year	No	Mailed check	53.15	1183.2	No	0.0240894316256
9546-KDTRB	Female	No	No	No	19	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	24.7	465.85	No	0.117391583855
3090-HAWSU	Male	No	No	No	61	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	111.6	6876.05	Yes	0.130899095614
9820-RMCQV	Female	No	No	No	11	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	No	Credit card (automatic)	48.55	501.0	Yes	0.298821881996
3174-RKMOW	Male	No	Yes	Yes	35	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	109.95	3782.4	No	0.297451609788
1760-CAZHT	Male	No	No	Yes	25	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.8	460.2	No	0.0245171150194
7839-QRKXN	Female	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	20.2	20.2	Yes	0.487568238638
8441-SHIPE	Female	No	No	No	67	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	25.6	1790.35	No	0.001425
5204-QZXPU	Male	No	No	No	19	No	No phone service	DSL	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	39.65	733.35	Yes	0.421837041906
4597-ELFTS	Male	No	No	No	56	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	24.9	1334.0	Yes	0.128043003007
1320-GVNHT	Male	No	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	108.4	7767.25	No	0.0570505655152
1047-RNXZV	Male	No	No	No	43	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.55	876.15	No	0.0113963093641
3541-ZNUHK	Female	No	Yes	Yes	55	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	85.1	4600.95	No	0.180978464381
8450-JOVAH	Male	No	Yes	Yes	2	Yes	Yes	DSL	Yes	No	No	No	No	No	Month-to-month	No	Mailed check	56.7	113.55	Yes	0.362195810465
8725-JEDFD	Male	No	No	No	27	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	69.05	1793.25	No	0.221171566775
7562-UXTPG	Female	No	No	No	13	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	70.15	886.7	No	0.345029817945
8071-SBTRN	Female	No	No	No	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Mailed check	111.15	7737.55	No	0.108495795325
1113-IUJYX	Female	No	Yes	No	14	Yes	No	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	One year	No	Mailed check	105.95	1348.9	Yes	0.278941899856
6668-CNMFP	Female	No	Yes	Yes	19	Yes	Yes	Fiber optic	No	No	No	Yes	No	Yes	One year	Yes	Bank transfer (automatic)	89.35	1686.85	No	0.181445056383
5626-MGTUK	Female	No	No	No	20	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	89.1	1879.25	No	0.35483937885
5681-LLOEI	Male	No	Yes	Yes	43	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	No	No	One year	Yes	Credit card (automatic)	91.25	4013.8	No	0.0948836390593
8212-DJRCH	Male	No	Yes	Yes	5	Yes	No	Fiber optic	Yes	No	Yes	No	No	Yes	Month-to-month	Yes	Mailed check	90.35	434.5	No	0.372262416429
4323-OHFOW	Female	Yes	Yes	No	70	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	105.55	7195.35	No	0.113932343169
4933-BSAIP	Female	No	Yes	No	40	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.1	780.1	No	0.00654473304473
2030-BTZRO	Male	No	Yes	Yes	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	20.4	107.6	No	0.0169648660518
1116-DXXDF	Male	No	No	No	39	Yes	No	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	Yes	Electronic check	100.45	3801.7	No	0.174329056785
9274-CNFMO	Male	Yes	Yes	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	74.95	308.7	Yes	0.600972907138
7758-XKCBS	Male	No	No	No	15	No	No phone service	DSL	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	29.7	438.25	Yes	0.447129359828
8992-JQYUN	Male	No	Yes	No	1	No	No phone service	DSL	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	50.35	50.35	Yes	0.794099067605
6563-VNPMN	Female	Yes	No	No	45	Yes	No	Fiber optic	Yes	Yes	No	Yes	No	No	Month-to-month	Yes	Bank transfer (automatic)	85.7	3778.1	No	0.182035877316
0617-AQNWT	Female	No	Yes	No	64	No	No phone service	DSL	Yes	No	Yes	Yes	No	Yes	Two year	No	Electronic check	47.85	3147.5	Yes	0.0337412042796
2267-WTPYD	Female	Yes	Yes	No	57	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	No	Credit card (automatic)	94.0	5438.95	No	0.286219581134
0270-THENM	Male	No	Yes	Yes	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	No	Two year	No	Bank transfer (automatic)	69.85	5102.35	No	0.0352366701139
2446-PLQVO	Male	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.3	70.3	Yes	0.766131026317
4707-MAXGU	Male	No	Yes	No	72	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	25.85	1872.2	No	0.00322892793481
2710-WYVXG	Female	No	No	No	3	Yes	No	DSL	Yes	Yes	No	Yes	No	Yes	Two year	No	Mailed check	71.1	213.35	No	0.107659191355
3005-NFMTA	Male	Yes	No	No	55	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	98.8	5617.75	Yes	0.516414871564
6300-BWMJX	Female	No	Yes	No	59	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	No	Month-to-month	No	Electronic check	93.35	5386.5	No	0.166937427598
8784-CGILN	Female	No	No	No	18	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	99.85	1776.95	Yes	0.470973288919
5389-FFVKB	Male	Yes	Yes	No	32	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	80.3	2483.05	Yes	0.475513071039
7009-LGECI	Female	No	No	No	4	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	50.55	235.65	No	0.29241482562
8444-WRIDW	Female	Yes	No	No	66	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	80.45	5224.35	Yes	0.28415212544
5022-KVDQT	Male	No	No	No	27	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	81.3	2272.8	No	0.538573044821
7976-CICYS	Male	No	No	No	4	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	20.7	83.75	No	0.098196389047
1036-GUDCL	Male	No	Yes	Yes	60	Yes	No	DSL	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	79.05	4663.4	No	0.0475819809418
2005-DWQZJ	Female	No	Yes	Yes	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.05	201.7	No	0.027144966145
8148-WOCMK	Male	No	Yes	Yes	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.6	125.0	No	0.00457575757576
7815-PDTHL	Male	No	No	No	35	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	20.2	684.4	No	0.00416917293233
9451-LPGOO	Male	No	No	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	86.8	620.35	Yes	0.767745719046
9173-IVZVP	Female	No	Yes	Yes	53	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.9	1146.05	No	0.00635057471264
9129-UXERG	Female	Yes	No	No	18	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	103.6	1806.35	No	0.472900628882
